landingPagePlusQueryString,sessions_current,sessions_previous,sessions_delta,sessions_delta_pct,totalUsers_current,totalUsers_previous,totalUsers_delta,totalUsers_delta_pct,screenPageViews_current,screenPageViews_previous,screenPageViews_delta,screenPageViews_delta_pct,engagedSessions_current,engagedSessions_previous,engagedSessions_delta,engagedSessions_delta_pct,averageSessionDuration_current,averageSessionDuration_previous,averageSessionDuration_delta,averageSessionDuration_delta_pct
/archives/140,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,30.5984425,-30.6,-100%
/archives/158,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,15.938905,-15.94,-100%
/archives/2250,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,128.899088,-128.9,-100%
/archives/2279,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,634.1783505000001,-634.18,-100%
/archives/2301,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,5.9582135,-5.96,-100%
/archives/2410,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,921.6107225,-921.61,-100%
/archives/2544,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,24.4214355,-24.42,-100%
/archives/2658,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,70.0950175,-70.1,-100%
/archives/274,0,2,-2,-100%,0,2,-2,-100%,0,3,-3,-100%,0,2,-2,-100%,0,186.978661,-186.98,-100%
/archives/2800,0,2,-2,-100%,0,1,-1,-100%,0,2,-2,-100%,0,2,-2,-100%,0,51.651936,-51.65,-100%
/archives/3136,0,2,-2,-100%,0,2,-2,-100%,0,3,-3,-100%,0,2,-2,-100%,0,179.2155525,-179.22,-100%
/archives/3273,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,4.7898915,-4.79,-100%
/archives/3333,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,8.6347925,-8.63,-100%
