landingPagePlusQueryString,sessions_current,sessions_previous,sessions_delta,sessions_delta_pct,totalUsers_current,totalUsers_previous,totalUsers_delta,totalUsers_delta_pct,screenPageViews_current,screenPageViews_previous,screenPageViews_delta,screenPageViews_delta_pct,engagedSessions_current,engagedSessions_previous,engagedSessions_delta,engagedSessions_delta_pct,averageSessionDuration_current,averageSessionDuration_previous,averageSessionDuration_delta,averageSessionDuration_delta_pct
/archives/3689,2,0,2,,2,0,2,,2,0,2,,0,0,0,,0,0,0,
/archives/3722,2,2,0,0%,2,2,0,0%,2,2,0,0%,1,2,-1,-50%,177.909598,36.0680105,141.84,393.26%
/archives/3741,2,1,1,100%,2,1,1,100%,2,1,1,100%,1,1,0,0%,30.5809945,1088.455027,-1057.87,-97.19%
/archives/3792,2,4,-2,-50%,2,4,-2,-50%,4,6,-2,-33.33%,2,3,-1,-33.33%,239.024007,115.82399674999999,123.2,106.37%
/archives/384,2,1,1,100%,2,1,1,100%,2,1,1,100%,1,1,0,0%,128.13088150000002,73.074459,55.06,75.34%
/archives/3933,2,7,-5,-71.43%,2,7,-5,-71.43%,2,7,-5,-71.43%,1,1,0,0%,24.0940285,8.709040428571429,15.38,176.66%
/archives/3995,2,6,-4,-66.67%,2,5,-3,-60%,2,6,-4,-66.67%,2,2,0,0%,445.211761,277.0466215,168.17,60.7%
/archives/3997,2,0,2,,2,0,2,,2,0,2,,2,0,2,,745.1321415,0,745.13,
/archives/4023,2,0,2,,2,0,2,,2,0,2,,0,0,0,,0,0,0,
/archives/403,2,0,2,,2,0,2,,2,0,2,,1,0,1,,59.006426,0,59.01,
/archives/4034,2,1,1,100%,2,1,1,100%,2,1,1,100%,1,1,0,0%,16.7087265,26.657514,-9.95,-37.32%
/archives/4108,2,2,0,0%,2,2,0,0%,2,2,0,0%,0,1,-1,-100%,0,7.1095855,-7.11,-100%
/archives/4152,2,13,-11,-84.62%,2,13,-11,-84.62%,2,14,-12,-85.71%,2,10,-8,-80%,76.3424935,227.37315676923075,-151.03,-66.42%
/archives/4221,2,0,2,,2,0,2,,2,0,2,,1,0,1,,12.660569500000001,0,12.66,
/archives/570,2,3,-1,-33.33%,2,3,-1,-33.33%,2,3,-1,-33.33%,1,3,-2,-66.67%,43.883691000000006,61.20285833333333,-17.32,-28.3%
/archives/66,2,2,0,0%,2,2,0,0%,2,2,0,0%,1,0,1,,13.0025805,5.2714855,7.73,146.66%
/archives/673,2,0,2,,1,0,1,,2,0,2,,0,0,0,,3.783473,0,3.78,
/archives/690,2,0,2,,2,0,2,,2,0,2,,1,0,1,,16.6020565,0,16.6,
/archives/700,2,3,-1,-33.33%,2,3,-1,-33.33%,3,3,0,0%,1,1,0,0%,316.5910455,15.368854666666666,301.22,1959.95%
/archives/721,2,0,2,,2,0,2,,2,0,2,,0,0,0,,0,0,0,
/archives/841,2,5,-3,-60%,2,5,-3,-60%,2,5,-3,-60%,2,2,0,0%,30.116301,119.27242040000002,-89.16,-74.75%
/archives/933,2,0,2,,2,0,2,,2,0,2,,0,0,0,,0,0,0,
/archives/941,2,0,2,,2,0,2,,2,0,2,,0,0,0,,0,0,0,
/archives/947,2,3,-1,-33.33%,2,2,0,0%,2,9,-7,-77.78%,1,3,-2,-66.67%,43.7847355,1118.5451333333333,-1074.76,-96.09%
/archives/97,2,0,2,,2,0,2,,2,0,2,,1,0,1,,9.434419,0,9.43,
/archives/category/ガジェット/モニター,2,1,1,100%,2,1,1,100%,2,1,1,100%,0,0,0,,0.587724,3.247564,-2.66,-81.9%
/archives/tag/ai,2,0,2,,2,0,2,,2,0,2,,0,0,0,,0,0,0,
/archives/tag/claude-sonnet-4-6,2,0,2,,2,0,2,,2,0,2,,0,0,0,,0,0,0,
/archives/tag/developer-portal,2,0,2,,2,0,2,,2,0,2,,0,0,0,,0,0,0,
/archives/tag/error-handling,2,0,2,,2,0,2,,2,0,2,,0,0,0,,2.5214195,0,2.52,
/archives/tag/flow,2,0,2,,2,0,2,,2,0,2,,0,0,0,,3.0198575,0,3.02,
/archives/tag/large-language-model,2,0,2,,2,0,2,,2,0,2,,0,0,0,,0,0,0,
/archives/tag/slack,2,0,2,,2,0,2,,2,0,2,,0,0,0,,0,0,0,
/archives/tag/structure,2,0,2,,2,0,2,,2,0,2,,0,0,0,,0,0,0,
/archives/tag/typescript,2,0,2,,2,0,2,,2,0,2,,0,0,0,,1.038238,0,1.04,
/archives/tag/update,2,0,2,,2,0,2,,2,0,2,,0,0,0,,0,0,0,
/archives/tag/文化,2,0,2,,2,0,2,,2,0,2,,0,0,0,,1.99913,0,2,
/articles/tsuki-betsu-ue-tsuke-guide,2,0,2,,2,0,2,,3,0,3,,2,0,2,,1017.6460415,0,1017.65,
/interval-timer,2,0,2,,2,0,2,,2,0,2,,0,0,0,,2.5713235,0,2.57,
/jp/calendar/2026/03,2,1,1,100%,2,1,1,100%,2,1,1,100%,2,1,1,100%,50.786794,295.597249,-244.81,-82.82%
/jp/calendar/2026/07,2,1,1,100%,2,1,1,100%,2,1,1,100%,1,1,0,0%,11.7698725,640.60262,-628.83,-98.16%
/jp/calendar/2027/01,2,0,2,,2,0,2,,3,0,3,,1,0,1,,115.4716995,0,115.47,
/jp/calendar/2027/12,2,0,2,,2,0,2,,2,0,2,,2,0,2,,33.4586045,0,33.46,
/jp/dhondt-calculator,2,5,-3,-60%,2,5,-3,-60%,2,11,-9,-81.82%,2,3,-1,-33.33%,15.7243245,326.9728622,-311.25,-95.19%
/json-inspector,2,0,2,,2,0,2,,2,0,2,,0,0,0,,0,0,0,
/kits/clean-links,2,0,2,,2,0,2,,2,0,2,,0,0,0,,2.530722,0,2.53,
/markdown-table-to-image,2,2,0,0%,2,2,0,0%,4,3,1,33.33%,1,1,0,0%,45.12316,21.6370695,23.49,108.55%
/pitch-viewer,2,5,-3,-60%,2,5,-3,-60%,2,5,-3,-60%,1,1,0,0%,44.6078365,8.3130854,36.29,436.6%
/simple-metronome?use_xbridge3=true&loader_name=forest&need_sec_link=1&sec_link_scene=im&theme=light,2,0,2,,2,0,2,,2,0,2,,0,0,0,,0,0,0,
/Breadcrumb/FAQ,1,0,1,,1,0,1,,1,0,1,,0,0,0,,6.696883,0,6.7,
/JSON,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/JSON-LD,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/Open,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/TODO,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/TSV,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/TZID/UTC,1,0,1,,1,0,1,,1,0,1,,0,0,0,,5.02415,0,5.02,
/Twitter,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/WITH,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/ad-url-csv-parser,1,0,1,,1,0,1,,1,0,1,,0,0,0,,5.132316,0,5.13,
/ai-text-cleaner,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/amrap-timer,1,0,1,,1,0,1,,1,0,1,,0,0,0,,5.172236,0,5.17,
/archives/1018,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1024,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1026,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1045,1,1,0,0%,1,1,0,0%,1,1,0,0%,1,1,0,0%,51.73944,21.661369,30.08,138.86%
/archives/1068,1,0,1,,1,0,1,,2,0,2,,1,0,1,,13.069952,0,13.07,
/archives/1076,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1090,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1101,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1117,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1129,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,0,0,0,
/archives/118,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,3.411995,4.919432,-1.51,-30.64%
/archives/1206,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1247,1,0,1,,1,0,1,,1,0,1,,0,0,0,,7.995448,0,8,
/archives/1266,1,0,1,,1,0,1,,1,0,1,,0,0,0,,7.500828,0,7.5,
/archives/1319,1,1,0,0%,1,1,0,0%,1,2,-1,-50%,0,1,-1,-100%,0,192.962214,-192.96,-100%
/archives/1323,1,0,1,,1,0,1,,1,0,1,,1,0,1,,21.113349,0,21.11,
/archives/134,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0.001035,0,0,
/archives/1352,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1358,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1367,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1468,1,6,-5,-83.33%,1,5,-4,-80%,1,6,-5,-83.33%,1,4,-3,-75%,54.705652,53.27532449999999,1.43,2.68%
/archives/1472,1,1,0,0%,1,1,0,0%,1,1,0,0%,1,1,0,0%,13.954939,20.372753,-6.42,-31.5%
/archives/1481,1,0,1,,1,0,1,,1,0,1,,1,0,1,,68.793051,0,68.79,
/archives/1500,1,0,1,,1,0,1,,1,0,1,,0,0,0,,4.75663,0,4.76,
/archives/1562,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1568,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/158,1,3,-2,-66.67%,1,2,-1,-50%,1,4,-3,-75%,0,3,-3,-100%,0,27.514210000000002,-27.51,-100%
/archives/1586,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1607,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1613,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/179,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/188,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1936,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1942,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1962,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1965,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/1968,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2019,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2039,1,1,0,0%,1,1,0,0%,1,1,0,0%,1,1,0,0%,428.02299,1752.390541,-1324.37,-75.57%
/archives/2142,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2173,1,1,0,0%,1,1,0,0%,1,1,0,0%,1,1,0,0%,473.301434,76.146702,397.15,521.57%
/archives/2210,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2222,1,1,0,0%,1,1,0,0%,1,2,-1,-50%,0,1,-1,-100%,0,8.322884,-8.32,-100%
/archives/2232,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2240,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2250,1,4,-3,-75%,1,4,-3,-75%,1,4,-3,-75%,1,2,-1,-50%,1744.94137,111.93567300000001,1633.01,1458.88%
/archives/2256,1,5,-4,-80%,1,5,-4,-80%,1,5,-4,-80%,0,3,-3,-100%,0,155.827706,-155.83,-100%
/archives/2301,1,4,-3,-75%,1,4,-3,-75%,1,4,-3,-75%,0,1,-1,-100%,4.940481,226.72204625,-221.78,-97.82%
/archives/2303,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2331,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2336,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2338,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2341,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2348,1,3,-2,-66.67%,1,3,-2,-66.67%,1,3,-2,-66.67%,0,2,-2,-100%,5.370108,326.7294396666667,-321.36,-98.36%
/archives/2356,1,1,0,0%,1,1,0,0%,1,1,0,0%,1,1,0,0%,289.596306,772.325994,-482.73,-62.5%
/archives/2359,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,0,0,0,
/archives/2377,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2390,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/240,1,16,-15,-93.75%,1,16,-15,-93.75%,1,17,-16,-94.12%,0,9,-9,-100%,6.171171,69.3942396875,-63.22,-91.11%
/archives/2401,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,5.047874,5.626049,-0.58,-10.28%
/archives/2424,1,1,0,0%,1,1,0,0%,1,2,-1,-50%,0,1,-1,-100%,0,5.787998,-5.79,-100%
/archives/2433,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2437,1,0,1,,1,0,1,,1,0,1,,1,0,1,,13.972587,0,13.97,
/archives/2441,1,0,1,,1,0,1,,1,0,1,,0,0,0,,4.92847,0,4.93,
/archives/2451,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,0,1.127683,-1.13,-100%
/archives/2454,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2457,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2473,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2501,1,3,-2,-66.67%,1,3,-2,-66.67%,1,3,-2,-66.67%,1,3,-2,-66.67%,46.674664,411.55042533333335,-364.88,-88.66%
/archives/253,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2535,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2617,1,3,-2,-66.67%,1,2,-1,-50%,1,3,-2,-66.67%,0,1,-1,-100%,0,5.571509333333334,-5.57,-100%
/archives/2661,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2665,1,6,-5,-83.33%,1,4,-3,-75%,1,7,-6,-85.71%,1,2,-1,-50%,19.687443,27.887571499999996,-8.2,-29.4%
/archives/2746,1,6,-5,-83.33%,1,6,-5,-83.33%,1,6,-5,-83.33%,0,2,-2,-100%,0,42.68314433333333,-42.68,-100%
/archives/2761,1,1,0,0%,1,1,0,0%,2,2,0,0%,1,1,0,0%,21.481611,5.327144,16.15,303.25%
/archives/2794,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2800,1,2,-1,-50%,1,1,0,0%,1,2,-1,-50%,1,2,-1,-50%,355.603378,51.651936,303.95,588.46%
/archives/2809,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,0,0,0,
/archives/2812,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,1,-1,-100%,0,16.970204,-16.97,-100%
/archives/2815,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/283,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2835,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,4.628789,4.911276,-0.28,-5.75%
/archives/2845,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/291,1,1,0,0%,1,1,0,0%,1,1,0,0%,1,0,1,,30.143637,4.928725,25.21,511.59%
/archives/2916,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2961,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2964,1,3,-2,-66.67%,1,3,-2,-66.67%,1,3,-2,-66.67%,0,2,-2,-100%,4.925587,101.33218633333335,-96.41,-95.14%
/archives/2973,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,1,-1,-100%,3.138711,182.263094,-179.12,-98.28%
/archives/2988,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/2997,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3003,1,0,1,,1,0,1,,1,0,1,,1,0,1,,65.869845,0,65.87,
/archives/3082,1,0,1,,1,0,1,,1,0,1,,0,0,0,,2.61413,0,2.61,
/archives/3091,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,0,0,0,
/archives/3106,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3118,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,0.734758,4.455288,-3.72,-83.51%
/archives/3136,1,3,-2,-66.67%,1,3,-2,-66.67%,1,4,-3,-75%,0,3,-3,-100%,0,180.26366299999998,-180.26,-100%
/archives/3139,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3151,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,1,-1,-100%,0,409.229714,-409.23,-100%
/archives/316,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3172,1,0,1,,1,0,1,,1,0,1,,1,0,1,,198.30088,0,198.3,
/archives/3186,1,1,0,0%,1,1,0,0%,1,2,-1,-50%,0,1,-1,-100%,4.926638,253.561585,-248.63,-98.06%
/archives/3196,1,0,1,,1,0,1,,1,0,1,,0,0,0,,7.70249,0,7.7,
/archives/3211,1,1,0,0%,1,1,0,0%,1,1,0,0%,1,1,0,0%,16.682345,31.278332,-14.6,-46.66%
/archives/3224?push_animated=1&show_loading=0&webview_progress_bar=1&theme=light,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3224?webview_progress_bar=1&show_loading=0&push_animated=1,1,0,1,,1,0,1,,1,0,1,,1,0,1,,10.570665,0,10.57,
/archives/3232,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,1,-1,-100%,0,15.522982,-15.52,-100%
/archives/3243,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3287,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3310,1,4,-3,-75%,1,4,-3,-75%,1,4,-3,-75%,0,3,-3,-100%,4.880218,17.994754,-13.11,-72.88%
/archives/3322,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3333,1,3,-2,-66.67%,1,3,-2,-66.67%,1,3,-2,-66.67%,0,2,-2,-100%,0,356.90425566666664,-356.9,-100%
/archives/3342,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3424,1,0,1,,1,0,1,,1,0,1,,0,0,0,,5.595071,0,5.6,
/archives/3461,1,2,-1,-50%,1,2,-1,-50%,1,2,-1,-50%,0,0,0,,0,0,0,
/archives/3488,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3510,1,1,0,0%,1,1,0,0%,1,1,0,0%,1,0,1,,1045.042586,0,1045.04,
/archives/3524,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3533,1,1,0,0%,1,1,0,0%,1,1,0,0%,1,0,1,,30.482935,0,30.48,
/archives/3580,1,1,0,0%,1,1,0,0%,1,1,0,0%,1,0,1,,16.719139,0,16.72,
/archives/3603,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3609,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3611,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3630,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3654,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3683,1,0,1,,1,0,1,,1,0,1,,1,0,1,,159.386638,0,159.39,
/archives/3707,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3716,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3753,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3784,1,3,-2,-66.67%,1,3,-2,-66.67%,1,3,-2,-66.67%,0,1,-1,-100%,0,9.12129,-9.12,-100%
/archives/3796,1,1,0,0%,1,1,0,0%,1,2,-1,-50%,0,1,-1,-100%,0,688.808467,-688.81,-100%
/archives/381,1,0,1,,1,0,1,,1,0,1,,0,0,0,,4.926237,0,4.93,
/archives/3868,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3871,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3874,1,0,1,,1,0,1,,1,0,1,,0,0,0,,5.906264,0,5.91,
/archives/3895,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3909,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,0,0,0,
/archives/391,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,0,0,0,
/archives/3916,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/3969,1,0,1,,1,0,1,,1,0,1,,1,0,1,,1736.336142,0,1736.34,
/archives/3974,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/398,1,0,1,,1,0,1,,1,0,1,,1,0,1,,37.155383,0,37.16,
/archives/40,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,0,0,0,
/archives/4003,1,2,-1,-50%,1,1,0,0%,1,2,-1,-50%,0,0,0,,0,7.3767065,-7.38,-100%
/archives/4012,1,2,-1,-50%,1,2,-1,-50%,1,2,-1,-50%,0,0,0,,0,2.313592,-2.31,-100%
/archives/4015,1,2,-1,-50%,1,2,-1,-50%,1,2,-1,-50%,0,2,-2,-100%,4.968066,94.7223345,-89.75,-94.76%
/archives/4017,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,1,-1,-100%,0,18.216145,-18.22,-100%
/archives/4025,1,9,-8,-88.89%,1,9,-8,-88.89%,1,9,-8,-88.89%,1,7,-6,-85.71%,229.351791,174.77755655555555,54.57,31.22%
/archives/4051,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/4068,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/4161,1,5,-4,-80%,1,5,-4,-80%,1,5,-4,-80%,1,4,-3,-75%,34.816528,165.26381220000002,-130.45,-78.93%
/archives/4183,1,2,-1,-50%,1,2,-1,-50%,1,2,-1,-50%,0,1,-1,-100%,0,7.9152785,-7.92,-100%
/archives/434,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/463,1,0,1,,1,0,1,,1,0,1,,0,0,0,,7.790347,0,7.79,
/archives/471,1,0,1,,1,0,1,,1,0,1,,0,0,0,,4.939382,0,4.94,
/archives/482,1,0,1,,1,0,1,,1,0,1,,1,0,1,,16.090076,0,16.09,
/archives/485,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/495,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/516,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/521,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/540,1,0,1,,1,0,1,,1,0,1,,0,0,0,,5.964556,0,5.96,
/archives/542,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/544,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/554,1,2,-1,-50%,1,2,-1,-50%,1,3,-2,-66.67%,0,1,-1,-100%,0,18.4444235,-18.44,-100%
/archives/558,1,0,1,,1,0,1,,1,0,1,,0,0,0,,6.161712,0,6.16,
/archives/561,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/563,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/594,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/62,1,2,-1,-50%,1,2,-1,-50%,1,2,-1,-50%,0,1,-1,-100%,3.632049,23.80437,-20.17,-84.74%
/archives/645,1,1,0,0%,1,1,0,0%,1,1,0,0%,1,1,0,0%,749.740589,22.852087,726.89,3180.84%
/archives/647,1,1,0,0%,1,1,0,0%,1,2,-1,-50%,0,1,-1,-100%,0,86.523486,-86.52,-100%
/archives/649,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/656,1,4,-3,-75%,1,3,-2,-66.67%,1,4,-3,-75%,0,2,-2,-100%,0,56.821435,-56.82,-100%
/archives/660,1,0,1,,1,0,1,,1,0,1,,0,0,0,,4.098046,0,4.1,
/archives/668,1,0,1,,1,0,1,,1,0,1,,0,0,0,,3.068728,0,3.07,
/archives/675,1,0,1,,1,0,1,,1,0,1,,1,0,1,,35.973563,0,35.97,
/archives/685,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,1,-1,-100%,4.851121,32.366061,-27.51,-85.01%
/archives/695,1,0,1,,1,0,1,,1,0,1,,0,0,0,,4.917703,0,4.92,
/archives/712,1,0,1,,1,0,1,,1,0,1,,0,0,0,,5.209636,0,5.21,
/archives/719,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/730,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/732,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,0,4.68504,-4.69,-100%
/archives/752,1,0,1,,1,0,1,,1,0,1,,0,0,0,,4.948902,0,4.95,
/archives/762,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/769,1,0,1,,1,0,1,,1,0,1,,1,0,1,,127.453275,0,127.45,
/archives/775,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/789,1,0,1,,1,0,1,,1,0,1,,1,0,1,,55.075084,0,55.08,
/archives/807,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/818,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/861,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/885,1,1,0,0%,1,1,0,0%,1,1,0,0%,1,0,1,,62.397783,4.35129,58.05,1334.01%
/archives/891,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,0,0,0,
/archives/910,1,2,-1,-50%,1,1,0,0%,1,2,-1,-50%,0,2,-2,-100%,7.042272,61.594782,-54.55,-88.57%
/archives/930,1,0,1,,1,0,1,,1,0,1,,0,0,0,,5.430998,0,5.43,
/archives/943,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/977,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,0,0,0,
/archives/986,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/989,1,0,1,,1,0,1,,1,0,1,,1,0,1,,286.029855,0,286.03,
/archives/999,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,4.510387,0,4.51,
/archives/category/errors/chatgpt,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,5.962941,3.31489,2.65,79.88%
/archives/category/errors/facebook広告,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/category/errors/gas,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
/archives/category/errors/python-errors,1,1,0,0%,1,1,0,0%,1,1,0,0%,0,0,0,,1.263948,0,1.26,
/archives/category/errors/ハードウェア,1,0,1,,1,0,1,,1,0,1,,0,0,0,,3.529305,0,3.53,
/archives/category/gas-tips,1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,
