landingPagePlusQueryString,sessions_current,sessions_previous,sessions_delta,sessions_delta_pct,totalUsers_current,totalUsers_previous,totalUsers_delta,totalUsers_delta_pct,screenPageViews_current,screenPageViews_previous,screenPageViews_delta,screenPageViews_delta_pct,engagedSessions_current,engagedSessions_previous,engagedSessions_delta,engagedSessions_delta_pct,averageSessionDuration_current,averageSessionDuration_previous,averageSessionDuration_delta,averageSessionDuration_delta_pct
/archives/3348,0,3,-3,-100%,0,2,-2,-100%,0,3,-3,-100%,0,1,-1,-100%,0,8.762555333333333,-8.76,-100%
/archives/381,0,3,-3,-100%,0,3,-3,-100%,0,3,-3,-100%,0,2,-2,-100%,0,23.559488666666667,-23.56,-100%
/archives/3868,0,3,-3,-100%,0,3,-3,-100%,0,3,-3,-100%,0,3,-3,-100%,0,130.55776733333332,-130.56,-100%
/archives/3974,0,3,-3,-100%,0,3,-3,-100%,0,3,-3,-100%,0,2,-2,-100%,0,52.829709333333334,-52.83,-100%
/archives/category/errors/ai-error,0,3,-3,-100%,0,3,-3,-100%,0,4,-4,-100%,0,2,-2,-100%,0,21.538192,-21.54,-100%
/archives/tag/offerwall,0,3,-3,-100%,0,3,-3,-100%,0,3,-3,-100%,0,0,0,,0,0,0,
/csv-column-count,0,3,-3,-100%,0,3,-3,-100%,0,4,-4,-100%,0,1,-1,-100%,0,15.805429666666667,-15.81,-100%
/days-from-today,0,3,-3,-100%,0,3,-3,-100%,0,3,-3,-100%,0,0,0,,0,0,0,
/?p=4034,0,2,-2,-100%,0,2,-2,-100%,0,3,-3,-100%,0,2,-2,-100%,0,43.9147215,-43.91,-100%
/archives/161,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,122.8824805,-122.88,-100%
/archives/2765,0,2,-2,-100%,0,2,-2,-100%,0,3,-3,-100%,0,1,-1,-100%,0,178.4516795,-178.45,-100%
/archives/2924,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,36.336025,-36.34,-100%
/archives/2948,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,15.7298485,-15.73,-100%
/archives/3085,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,0,0,
/archives/3144,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,364.17980400000005,-364.18,-100%
/archives/3285,0,2,-2,-100%,0,2,-2,-100%,0,4,-4,-100%,0,2,-2,-100%,0,1461.4387415,-1461.44,-100%
/archives/3304,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,38.6666935,-38.67,-100%
/archives/3316,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,59.037209999999995,-59.04,-100%
/archives/3569,0,2,-2,-100%,0,1,-1,-100%,0,2,-2,-100%,0,0,0,,0,3.319679,-3.32,-100%
/archives/3609,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,3.382415,-3.38,-100%
/archives/3640,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,2.509386,-2.51,-100%
/archives/3695,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,0,0,
/archives/3728,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,50.1598145,-50.16,-100%
/archives/3804,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,773.1859875,-773.19,-100%
/archives/398,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,226.7696855,-226.77,-100%
/archives/513,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,0,0,
/archives/647,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,10.2430755,-10.24,-100%
/archives/695,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,24.7869925,-24.79,-100%
/archives/698,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,5.7139515,-5.71,-100%
/archives/712,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,1.400632,-1.4,-100%
/archives/947,0,2,-2,-100%,0,2,-2,-100%,0,3,-3,-100%,0,1,-1,-100%,0,222.5978985,-222.6,-100%
/archives/category/errors/naerror,0,2,-2,-100%,0,2,-2,-100%,0,3,-3,-100%,0,1,-1,-100%,0,95.256198,-95.26,-100%
/archives/category/errors/vercel,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,0,0,
/archives/category/errors/ハードウェア,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,0.8716695,-0.87,-100%
/archives/tag/eng,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,0,0,
/archives/tag/error-resolution,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,0,0,
/archives/tag/flow,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,0,0,
/archives/tag/google-apps-script,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,7.903909,-7.9,-100%
/archives/tag/moltworker,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,0,0,
/archives/tag/node-js,0,2,-2,-100%,0,2,-2,-100%,0,4,-4,-100%,0,2,-2,-100%,0,17.513129,-17.51,-100%
/archives/tag/plugin,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,0,0,
/archives/tag/トラブルシューティング,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,1,-1,-100%,0,14.5020805,-14.5,-100%
/archives/tag/思考ログ,0,2,-2,-100%,0,2,-2,-100%,0,2,-2,-100%,0,0,0,,0,0,0,
/remove-chatgpt-utm,0,2,-2,-100%,0,2,-2,-100%,0,3,-3,-100%,0,1,-1,-100%,0,24.7465165,-24.75,-100%
/?p=4003,0,1,-1,-100%,0,1,-1,-100%,0,2,-2,-100%,0,1,-1,-100%,0,1468.534562,-1468.53,-100%
/?p=4183,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,751.635284,-751.64,-100%
/archives/1001,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/1123,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,38.382067,-38.38,-100%
/archives/134,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,29.34469,-29.34,-100%
/archives/1367,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/1455,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/1481,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/18,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/2265,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,22.707265,-22.71,-100%
/archives/2283,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,792.114186,-792.11,-100%
/archives/23,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,18.675655,-18.68,-100%
/archives/2367,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/2377,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/2527,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,2.616837,-2.62,-100%
/archives/2639,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,595.02968,-595.03,-100%
/archives/2776?form=MG0AV3,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/2794,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/2806,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,5.378084,-5.38,-100%
/archives/2815,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,127.158639,-127.16,-100%
/archives/283,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1265.171969,-1265.17,-100%
/archives/2845,0,1,-1,-100%,0,1,-1,-100%,0,3,-3,-100%,0,1,-1,-100%,0,1235.071434,-1235.07,-100%
/archives/2945,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,22.15102,-22.15,-100%
/archives/2985,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,45.515454,-45.52,-100%
/archives/3015,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,3.855524,-3.86,-100%
/archives/3047,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/3118,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,340.797665,-340.8,-100%
/archives/3127,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/3130,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,54.185144,-54.19,-100%
/archives/3147,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/3172,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/3245,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/3248,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,28.092171,-28.09,-100%
/archives/3287,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,243.977436,-243.98,-100%
/archives/3294,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/3313,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,13.661558,-13.66,-100%
/archives/3342,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,4.923599,-4.92,-100%
/archives/3429,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/3480,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,226.35638,-226.36,-100%
/archives/3510,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/3529,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/3630,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/3736,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,54.88336,-54.88,-100%
/archives/3741,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/3780,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,41.741407,-41.74,-100%
/archives/3796,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,507.152106,-507.15,-100%
/archives/3862,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,9.314802,-9.31,-100%
/archives/3937,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,9.109555,-9.11,-100%
/archives/3945,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/3991,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,36.589208,-36.59,-100%
/archives/4017,0,1,-1,-100%,0,1,-1,-100%,0,3,-3,-100%,0,1,-1,-100%,0,355.963208,-355.96,-100%
/archives/4048,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,25.032854,-25.03,-100%
/archives/457,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,4.541473,-4.54,-100%
/archives/478,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,0,0,,0,0,0,
/archives/495,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,158.181345,-158.18,-100%
/archives/501,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,1,-1,-100%,0,161.113199,-161.11,-100%
